DrugID,DiseaseID
DB00401,MESH:D007022
DB00264,MESH:D007022
DB01010,MESH:D007022
DB14509,MESH:D007022
DB00563,MESH:D007022
DB00886,MESH:D007022
DB00574,MESH:D007022
DB00457,MESH:D007022
DB01205,MESH:D007022
DB00260,MESH:D007022
DB00871,MESH:D007022
DB00468,MESH:D007022
DB01340,MESH:D007022
DB01161,MESH:D007022
DB00228,MESH:D007022
DB01339,MESH:D007022
DB00851,MESH:D007022
DB00722,MESH:D007022
DB00723,MESH:D007022
DB00714,MESH:D007022
DB04948,MESH:D007022
DB01193,MESH:D007022
DB01248,MESH:D007022
DB00393,MESH:D007022
DB00968,MESH:D007022
DB00908,MESH:D007022
DB00435,MESH:D007022
DB00334,MESH:D007022
DB00584,MESH:D007022
DB00813,MESH:D007022
DB00408,MESH:D007022
DB01427,MESH:D007022
DB09059,MESH:D007022
DB00966,MESH:D007022
DB00564,MESH:D007022
DB00641,MESH:D007022
DB00067,MESH:D007022
DB00864,MESH:D007022
DB00904,MESH:D007022
DB01076,MESH:D007022
DB00313,MESH:D007022
DB09232,MESH:D007022
DB01356,MESH:D007022
DB00922,MESH:D007022
DB00590,MESH:D007022
DB00573,MESH:D007022
DB00171,MESH:D007022
DB00988,MESH:D007022
DB00446,MESH:D007022
DB00571,MESH:D007022
DB00964,MESH:D007022
DB01373,MESH:D007022
DB01054,MESH:D007022
DB01236,MESH:D007022
DB00695,MESH:D007022
DB00434,MESH:D007022
DB00653,MESH:D007022
DB00820,MESH:D007022
DB08807,MESH:D007022
DB00732,MESH:D007022
DB00674,MESH:D007022
DB00678,MESH:D007022
DB00780,MESH:D007022
DB00217,MESH:D007022
DB01612,MESH:D007022
DB00411,MESH:D007022
DB00959,MESH:D007022
DB08805,MESH:D007022
DB01195,MESH:D007022
DB00806,MESH:D007022
DB00418,MESH:D007022
DB09205,MESH:D007022
DB09242,MESH:D007022
DB01409,MESH:D007022
DB00721,MESH:D007022
DB01211,MESH:D007022
DB00404,MESH:D007022
DB00921,MESH:D007022
DB01113,MESH:D007022
DB01223,MESH:D007022
DB01275,MESH:D007022
DB06155,MESH:D007022
DB00697,MESH:D007022
DB00635,MESH:D007022
DB01400,MESH:D007022
DB01053,MESH:D007022
DB00343,MESH:D007022
DB01331,MESH:D007022
DB05381,MESH:D007022
DB00734,MESH:D007022
DB00633,MESH:D007022
DB00753,MESH:D007022
DB01452,MESH:D007022
DB01190,MESH:D007022
DB00627,MESH:D007022
DB09061,MESH:D007022
DB00206,MESH:D007022
DB00738,MESH:D007022
DB01093,MESH:D007022
DB00295,MESH:D007022
DB01035,MESH:D007022
DB00762,MESH:D007022
DB01118,MESH:D007022
DB00756,MESH:D007022
DB00332,MESH:D007022
DB01337,MESH:D007022
DB11155,MESH:D007022
DB00604,MESH:D007022
DB00981,MESH:D007022
DB01593,MESH:D007022
DB00373,MESH:D007022
DB00829,MESH:D007022
DB01029,MESH:D007022
DB00867,MESH:D007022
DB00898,MESH:D007022
DB01143,MESH:D007022
DB00704,MESH:D007022
DB01611,MESH:D007022
DB00193,MESH:D007022
DB01088,MESH:D007022
DB00755,MESH:D007022
DB09231,MESH:D007022
DB01396,MESH:D007022
DB01181,MESH:D007022
DB01085,MESH:D007022
DB00750,MESH:D007022
DB01196,MESH:D007022
DB00752,MESH:D007022
DB12783,MESH:D007022
DB01136,MESH:D007022
DB06196,MESH:D007022
DB00557,MESH:D007022
DB00656,MESH:D007022
DB01050,MESH:D007022
DB00390,MESH:D007022
DB00903,MESH:D007022
DB01030,MESH:D007022
DB00458,MESH:D007022
DB00999,MESH:D007022
DB00328,MESH:D007022
DB01203,MESH:D007022
DB00199,MESH:D007022
DB00246,MESH:D007022
DB00866,MESH:D007022
DB01119,MESH:D007022
DB00320,MESH:D007022
DB00527,MESH:D007022
DB13345,MESH:D007022
DB00466,MESH:D007022
DB00620,MESH:D007022
DB00855,MESH:D007022
DB12442,MESH:D007022
DB00215,MESH:D007022
DB00741,MESH:D007022
DB00513,MESH:D007022
DB00770,MESH:D007022
DB00797,MESH:D007022
DB00315,MESH:D007022
DB00808,MESH:D007022
DB01183,MESH:D007022
DB00479,MESH:D007022
DB00951,MESH:D007022
DB00611,MESH:D007022
DB01229,MESH:D007022
DB00818,MESH:D007022
DB01062,MESH:D007022
DB00211,MESH:D007022
DB00235,MESH:D007022
DB00543,MESH:D007022
DB00575,MESH:D007022
DB00252,MESH:D007022
DB00598,MESH:D007022
DB00280,MESH:D007022
DB01189,MESH:D007022
DB00184,MESH:D007022
DB01392,MESH:D007022
DB09140,MESH:D007022
DB01151,MESH:D007022
DB00935,MESH:D007022
DB01182,MESH:D007022
DB01026,MESH:D007022
DB01017,MESH:D007022
DB00381,MESH:D007022
DB00629,MESH:D007022
DB00668,MESH:D007022
DB01016,MESH:D007022
DB01023,MESH:D007022
DB00501,MESH:D007022
DB01002,MESH:D007022
DB00694,MESH:D007022
DB01200,MESH:D007022
DB06774,MESH:D007022
DB01001,MESH:D007022
DB00993,MESH:D007022
DB01497,MESH:D007022
DB01011,MESH:D007022
DB04840,MESH:D007022
DB00182,MESH:D007022
DB04844,MESH:D007022
DB00178,MESH:D007022
DB01141,MESH:D007022
DB00822,MESH:D007022
DB01580,MESH:D007022
DB00683,MESH:D007022
DB00448,MESH:D007022
DB01170,MESH:D007022
DB00277,MESH:D007022
DB00802,MESH:D007022
DB01116,MESH:D007022
DB00599,MESH:D007022
DB00495,MESH:D007022
DB01246,MESH:D007022
DB00292,MESH:D007022
DB00883,MESH:D007022
DB00622,MESH:D007022
DB00728,MESH:D007022
DB01020,MESH:D007022
DB00626,MESH:D007022
DB00321,MESH:D007022
DB00917,MESH:D007022
DB01226,MESH:D007022
DB01171,MESH:D007022
DB01240,MESH:D007022
DB00409,MESH:D007022
DB00297,MESH:D007022
DB00679,MESH:D007022
DB00960,MESH:D007022
DB01064,MESH:D007022
DB01164,MESH:D007022
DB00181,MESH:D007022
DB00953,MESH:D007022
DB00363,MESH:D007022
DB00270,MESH:D007022
DB00350,MESH:D007022
DB01018,MESH:D007022
DB05229,MESH:D007022
DB00482,MESH:D007022
DB00975,MESH:D007022
DB01221,MESH:D007022
DB00370,MESH:D007022
DB09230,MESH:D007022
DB00346,MESH:D007022
DB09220,MESH:D007022
DB01090,MESH:D007022
DB00699,MESH:D007022
DB01242,MESH:D007022
DB00502,MESH:D007022
DB01154,MESH:D007022
DB00312,MESH:D007022
DB00773,MESH:D007022
DB00296,MESH:D007022
DB01234,MESH:D007022
DB00262,MESH:D007022
DB00445,MESH:D007022
DB01167,MESH:D007022
DB01075,MESH:D007022
DB00899,MESH:D007022
DB01159,MESH:D007022
DB00537,MESH:D007022
DB00316,MESH:D007022
DB00335,MESH:D007022
DB00325,MESH:D007022
DB00428,MESH:D007022
DB00531,MESH:D007022
DB00391,MESH:D007022
DB00318,MESH:D007022
DB00925,MESH:D007022
DB00290,MESH:D007022
DB00610,MESH:D007022
DB00540,MESH:D007022
DB00450,MESH:D007022
DB06709,MESH:D007022
DB01348,MESH:D007022
DB01065,MESH:D007022
DB00623,MESH:D007022
DB00371,MESH:D007022
DB00489,MESH:D007022
DB00454,MESH:D007022
DB00541,MESH:D007022
DB00945,MESH:D007022
DB00933,MESH:D007022
DB01297,MESH:D007022
DB00190,MESH:D007022
DB14500,MESH:D007022
DB01365,MESH:D007022
DB00961,MESH:D007022
DB00368,MESH:D007022
DB00708,MESH:D007022
DB00244,MESH:D007022
DB00570,MESH:D007022
DB06707,MESH:D007022
DB01174,MESH:D007022
DB00331,MESH:D007022
DB04841,MESH:D007022
DB00692,MESH:D007022
DB00191,MESH:D007022
DB00761,MESH:D007022
DB00477,MESH:D007022
DB00661,MESH:D007022
DB00544,MESH:D007022
DB00997,MESH:D007022
DB00472,MESH:D007022
DB00126,MESH:D007022
DB01224,MESH:D007022
DB00474,MESH:D007022
DB00470,MESH:D007022
DB00202,MESH:D007022
DB00727,MESH:D007022
DB00571,MESH:D007024
DB00715,MESH:D007024
DB00217,MESH:D007024
DB00687,MESH:D007024
DB00334,MESH:D007024
DB00999,MESH:D007024
DB00220,MESH:D007024
DB00176,MESH:D007024
DB01037,MESH:D007024
DB01035,MESH:D007024
DB01170,MESH:D007024
DB00608,MESH:D007024
DB00678,MESH:D007024
DB00908,MESH:D007024
DB00321,MESH:D007024
DB00541,MESH:D007024
DB00811,MESH:D007024
DB00477,MESH:D007024
DB01364,MESH:D007024
DB00350,MESH:D007024
DB00368,MESH:D007024
DB01115,MESH:D007024
DB00968,MESH:D007024
DB00363,MESH:D007024
DB01095,MESH:D007024
DB00335,MESH:D007024
DB01151,MESH:D007024
DB00881,MESH:D007024
DB01200,MESH:D007024
DB00714,MESH:D007024
DB00928,MESH:D007024
DB01156,MESH:D007024
DB00458,MESH:D007024
DB00590,MESH:D007024
DB01090,MESH:D007024
DB00741,MESH:D007024
DB00234,MESH:D007024
DB00346,MESH:D007024
DB00188,MESH:D007024
DB00328,MESH:D007024
DB00343,MESH:D007024
DB00320,MESH:D007024
DB01224,MESH:D007024
DB06283,MESH:D007024
DB00115,MESH:D007024
DB01235,MESH:D007024
DB00312,MESH:D007024
DB01018,MESH:D007024
DB01162,MESH:D007024
DB00584,MESH:D007024
DB01367,MESH:D007024
DB01142,MESH:D007024
DB00264,MESH:D007024
DB01392,MESH:D007024
DB01001,MESH:D007024
DB00780,MESH:D007024
DB00695,MESH:D007024
DB00344,MESH:D007024
DB01242,MESH:D007024
DB00495,MESH:D007024
DB00679,MESH:D007024
DB01247,MESH:D007024
DB00397,MESH:D007024
DB00925,MESH:D007024
DB00813,MESH:D007024
DB04844,MESH:D007024
DB00540,MESH:D007024
DB00734,MESH:D007024
DB00388,MESH:D007024
DB00692,MESH:D007024
DB01229,MESH:D007024
DB01184,MESH:D007024
DB01104,MESH:D007024
DB00211,MESH:D007024
DB00373,MESH:D007024
DB06262,MESH:D007024
DB00988,MESH:D007024
DB00422,MESH:D007024
DB00358,MESH:D007024
DB06148,MESH:D007024
DB01118,MESH:D007024
DB01136,MESH:D007024
DB00752,MESH:D007024
DB00981,MESH:D007024
DB00831,MESH:D007024
DB12783,MESH:D007024
DB00706,MESH:D007024
DB01238,MESH:D007024
DB03904,MESH:D007024
DB09205,MESH:D007024
DB00468,MESH:D007024
DB00318,MESH:D007024
DB01400,MESH:D007024
DB00252,MESH:D007024
DB00727,MESH:D007024
DB00656,MESH:D007024
DB00598,MESH:D007024
DB00295,MESH:D007024
DB00883,MESH:D007024
DB00966,MESH:D007024
DB01580,MESH:D007024
DB04840,MESH:D007024
DB00457,MESH:D007024
DB00575,MESH:D007024
DB00231,MESH:D007024
DB00297,MESH:D007024
DB00722,MESH:D007024
DB00696,MESH:D007024
DB00331,MESH:D007035
DB01356,MESH:D007035
DB00206,MESH:D007035
DB09072,MESH:D007035
DB00470,MESH:D007035
DB00907,MESH:D007035
DB00696,MESH:D007035
DB00714,MESH:D007035
DB00605,MESH:D007035
DB00431,MESH:D007035
DB01403,MESH:D007035
DB00572,MESH:D007035
DB00715,MESH:D007035
DB01576,MESH:D007035
DB00295,MESH:D007035
DB01084,MESH:D007035
DB00477,MESH:D007035
DB00864,MESH:D007035
DB00574,MESH:D007035
DB01118,MESH:D007035
DB00446,MESH:D007035
DB00292,MESH:D007035
DB00215,MESH:D007035
DB00457,MESH:D007035
DB00334,MESH:D007035
DB06288,MESH:D007035
DB00404,MESH:D007035
DB01240,MESH:D007035
DB00166,MESH:D007035
DB00368,MESH:D007035
DB01171,MESH:D007035
DB02709,MESH:D007035
DB01080,MESH:D007035
DB01400,MESH:D007035
DB00321,MESH:D007035
DB00898,MESH:D007035
DB01577,MESH:D007035
DB00313,MESH:D007035
DB00599,MESH:D007035
DB00411,MESH:D007035
DB00960,MESH:D007035
DB00679,MESH:D007035
DB00564,MESH:D007035
DB01242,MESH:D007035
DB00677,MESH:D007035
DB00981,MESH:D007035
DB00466,MESH:D007035
DB00843,MESH:D007035
DB00829,MESH:D007035
DB00181,MESH:D007035
DB00333,MESH:D007035
DB00391,MESH:D007035
DB00502,MESH:D007035
DB00813,MESH:D007035
DB01233,MESH:D007035
DB00408,MESH:D007035
DB00589,MESH:D007035
DB01093,MESH:D007035
DB00201,MESH:D007035
DB00727,MESH:D007035
DB00382,MESH:D007035
DB01614,MESH:D007035
DB01169,MESH:D007035
DB00925,MESH:D007035
DB00285,MESH:D007035
DB00402,MESH:D007035
DB00692,MESH:D007035
DB00579,MESH:D007035
DB01068,MESH:D007035
DB00822,MESH:D007035
DB01454,MESH:D007035
DB00184,MESH:D007035
DB00182,MESH:D007035
DB00458,MESH:D007035
DB00818,MESH:D007035
DB01151,MESH:D007035
DB01142,MESH:D007035
DB00763,MESH:D007035
DB06148,MESH:D007035
DB00747,MESH:D007035
DB00586,MESH:D007035
DB00945,MESH:D007035
DB00934,MESH:D007035
DB00575,MESH:D007035
DB00363,MESH:D007035
DB01085,MESH:D007035
DB00316,MESH:D007035
DB00472,MESH:D007035
DB00413,MESH:D007035
DB00653,MESH:D007035
DB01183,MESH:D007035
DB00563,MESH:D007035
DB01115,MESH:D007037
DB00773,MESH:D007037
DB00458,MESH:D007037
DB00279,MESH:D007037
DB01039,MESH:D007037
DB00290,MESH:D007037
DB01592,MESH:D007037
DB00428,MESH:D007037
DB01356,MESH:D007037
DB00907,MESH:D007037
DB00772,MESH:D007037
DB01118,MESH:D007037
DB00795,MESH:D007037
DB00349,MESH:D007037
DB00451,MESH:D007037
DB01586,MESH:D007037
DB00860,MESH:D007037
DB00389,MESH:D007037
DB00550,MESH:D007037
DB00118,MESH:D007037
DB00811,MESH:D007037
DB00531,MESH:D007037
DB11672,MESH:D007037
DB00252,MESH:D007037
DB00431,MESH:D007037
DB00445,MESH:D007037
DB00763,MESH:D007037
DB00126,MESH:D007037
DB00927,MESH:D007037
DB14509,MESH:D007037
DB00367,MESH:D007039
DB04839,MESH:D007039
DB00162,MESH:D007039
DB01394,MESH:D007039
DB00563,MESH:D007039
DB00829,MESH:D007040
DB01183,MESH:D007040
DB00181,MESH:D007040
DB00563,MESH:D007040
DB00987,MESH:D007040
DB00683,MESH:D007040
DB01205,MESH:D007040
DB01452,MESH:D007040
DB00162,MESH:D007057
DB00755,MESH:D007057
DB00724,MESH:D007057
DB02300,MESH:D007057
DB00982,MESH:D007057
DB01005,MESH:D007057
DB00328,MESH:D007079
DB00995,MESH:D007079
DB00415,MESH:D007105
DB01331,MESH:D007105
DB00550,MESH:D007105
DB00917,MESH:D007105
DB00252,MESH:D007119
DB00917,MESH:D007153
DB00126,MESH:D007153
DB00772,MESH:D007153
DB12965,MESH:D007154
DB00531,MESH:D007154
DB00993,MESH:D007154
DB00898,MESH:D007154
DB09130,MESH:D007154
DB01593,MESH:D007154
DB01169,MESH:D007154
DB01065,MESH:D007154
DB00206,MESH:D007154
DB00907,MESH:D007154
DB01577,MESH:D007154
DB00091,MESH:D007154
DB01586,MESH:D007154
DB00184,MESH:D007154
DB00635,MESH:D007154
DB00280,MESH:D007172
DB00203,MESH:D007172
DB01392,MESH:D007172
DB00783,MESH:D007172
DB00982,MESH:D007172
DB00350,MESH:D007172
DB00572,MESH:D007172
DB00692,MESH:D007172
DB00436,MESH:D007172
DB00555,MESH:D007172
DB01324,MESH:D007172
DB00575,MESH:D007172
DB00727,MESH:D007172
DB00477,MESH:D007172
DB00176,MESH:D007172
DB00780,MESH:D007172
DB00333,MESH:D007172
DB00679,MESH:D007172
DB01235,MESH:D007172
DB00391,MESH:D007172
DB01113,MESH:D007172
DB01170,MESH:D007172
DB00925,MESH:D007172
DB01200,MESH:D007172
DB00338,MESH:D007172
DB01100,MESH:D007172
DB00184,MESH:D007172
DB00007,MESH:D007172
DB00563,MESH:D007172
DB00186,MESH:D007172
DB00570,MESH:D007172
DB00819,MESH:D007172
DB00543,MESH:D007172
DB01104,MESH:D007172
DB00917,MESH:D007172
DB00344,MESH:D007172
DB00181,MESH:D007172
DB02709,MESH:D007172
DB00499,MESH:D007172
DB00290,MESH:D007172
DB13944,MESH:D007172
DB01041,MESH:D007172
DB01196,MESH:D007172
DB01420,MESH:D007172
DB01185,MESH:D007172
DB00968,MESH:D007172
DB00325,MESH:D007172
DB00281,MESH:D007172
DB01115,MESH:D007172
DB00706,MESH:D007172
DB00907,MESH:D007172
DB00624,MESH:D007172
DB00264,MESH:D007172
DB01068,MESH:D007172
DB01233,MESH:D007172
DB00863,MESH:D007172
DB00501,MESH:D007172
DB00770,MESH:D007172
DB00571,MESH:D007172
DB00621,MESH:D007172
DB01151,MESH:D007172
DB00628,MESH:D007172
DB01156,MESH:D007172
DB00472,MESH:D007172
DB00502,MESH:D007172
DB00862,MESH:D007172
DB00245,MESH:D007172
DB00741,MESH:D007172
DB00422,MESH:D007172
DB00794,MESH:D007172
DB00623,MESH:D007172
DB06267,MESH:D007172
DB01186,MESH:D007172
DB00390,MESH:D007172
DB00334,MESH:D007172
DB13946,MESH:D007172
DB00734,MESH:D007172
DB00428,MESH:D007172
DB01241,MESH:D007172
DB01452,MESH:D007172
DB00648,MESH:D007172
DB00388,MESH:D007172
DB00636,MESH:D007172
DB00217,MESH:D007172
DB00564,MESH:D007172
DB04839,MESH:D007172
DB00363,MESH:D007172
DB01356,MESH:D007172
DB00811,MESH:D007172
DB00715,MESH:D007172
DB01242,MESH:D007172
DB00373,MESH:D007172
DB00752,MESH:D007172
DB00421,MESH:D007172
DB00999,MESH:D007172
DB00661,MESH:D007172
DB01019,MESH:D007172
DB00820,MESH:D007172
DB01216,MESH:D007172
DB00926,MESH:D007172
DB00579,MESH:D007172
DB01118,MESH:D007172
DB00714,MESH:D007172
DB00215,MESH:D007172
DB00656,MESH:D007172
DB01186,MESH:D007174
DB00907,MESH:D007174
DB06148,MESH:D007174
DB06153,MESH:D007174
DB01454,MESH:D007174
DB01576,MESH:D007174
DB04832,MESH:D007174
DB00640,MESH:D007174
DB00422,MESH:D007174
DB00829,MESH:D007174
DB00182,MESH:D007174
DB01205,MESH:D007174
DB00934,MESH:D007174
DB14509,MESH:D007174
DB00472,MESH:D007174
DB00215,MESH:D007174
DB00413,MESH:D007174
DB01255,MESH:D007174
DB01224,MESH:D007174
DB00458,MESH:D007174
DB00715,MESH:D007174
DB00975,MESH:D007174
DB00575,MESH:D007174
DB00363,MESH:D007174
DB00277,MESH:D007174
DB00561,MESH:D007174
DB00321,MESH:D007174
DB01242,MESH:D007174
DB00875,MESH:D007174
DB00176,MESH:D007174
DB01183,MESH:D007174
DB00734,MESH:D007174
DB01403,MESH:D007174
DB00624,MESH:D007174
DB00285,MESH:D007174
DB00268,MESH:D007174
DB01211,MESH:D007174
DB00679,MESH:D007174
DB00714,MESH:D007174
DB00692,MESH:D007174
DB03701,MESH:D007174
DB00313,MESH:D007174
DB01142,MESH:D007174
DB01577,MESH:D007174
DB01068,MESH:D007174
DB00309,MESH:D007177
DB00541,MESH:D007177
DB01151,MESH:D007177
DB01118,MESH:D007177
DB01242,MESH:D007177
DB00623,MESH:D007177
DB00215,MESH:D007177
DB00780,MESH:D007177
DB00502,MESH:D007177
DB00575,MESH:D007177
DB00207,MESH:D007177
DB00472,MESH:D007177
DB01403,MESH:D007177
DB00715,MESH:D007177
DB00544,MESH:D007177
DB00277,MESH:D007177
DB00564,MESH:D007177
DB00615,MESH:D007177
DB00477,MESH:D007177
DB00586,MESH:D007177
DB00864,MESH:D007177
DB00695,MESH:D007177
DB00433,MESH:D007177
DB00584,MESH:D007177
DB00176,MESH:D007177
DB03904,MESH:D007177
DB06700,MESH:D007177
DB00458,MESH:D007177
DB01224,MESH:D007177
DB00357,MESH:D007177
DB01238,MESH:D007177
DB09462,MESH:D007177
DB00635,MESH:D007177
DB00252,MESH:D007177
DB01181,MESH:D007177
DB00313,MESH:D007177
DB01248,MESH:D007177
DB00570,MESH:D007177
DB00563,MESH:D007177
DB00848,MESH:D007177
DB00618,MESH:D007177
DB00413,MESH:D007177
DB00376,MESH:D007177
DB00813,MESH:D007177
DB00186,MESH:D007177
DB00722,MESH:D007177
DB00915,MESH:D007177
DB00361,MESH:D007177
DB00679,MESH:D007177
DB00321,MESH:D007177
DB01036,MESH:D007177
DB00999,MESH:D007177
DB01234,MESH:D007177
DB00672,MESH:D007177
DB00285,MESH:D007177
DB00831,MESH:D007177
DB00531,MESH:D007177
DB01167,MESH:D007177
DB00776,MESH:D007177
DB00328,MESH:D007177
DB01104,MESH:D007177
DB01356,MESH:D007177
DB00609,MESH:D007177
DB00968,MESH:D007177
DB09140,MESH:D007232
DB00277,MESH:D007232
DB00682,MESH:D007232
DB01065,MESH:D007232
DB01068,MESH:D007232
DB00477,MESH:D007232
DB01164,MESH:D007232
DB00252,MESH:D007232
DB00961,MESH:D007232
DB00571,MESH:D007232
DB00598,MESH:D007232
DB00867,MESH:D007232
DB01356,MESH:D007232
DB01009,MESH:D007232
DB01242,MESH:D007232
DB00540,MESH:D007232
DB01233,MESH:D007232
DB00759,MESH:D007232
DB00623,MESH:D007232
DB00698,MESH:D007232
DB00945,MESH:D007232
DB00653,MESH:D007232
DB00907,MESH:D007232
DB00334,MESH:D007232
DB00373,MESH:D007232
DB00318,MESH:D007232
DB00202,MESH:D007232
DB00328,MESH:D007232
DB00734,MESH:D007232
DB00162,MESH:D007232
DB00249,MESH:D007232
DB00390,MESH:D007232
DB00333,MESH:D007232
DB00550,MESH:D007232
DB06151,MESH:D007232
DB00390,MESH:D007235
DB00756,MESH:D007235
DB00694,MESH:D007235
DB00722,MESH:D007235
DB00394,MESH:D007235
DB00695,MESH:D007235
DB00907,MESH:D007235
DB00328,MESH:D007235
DB01174,MESH:D007235
DB00584,MESH:D007235
DB00773,MESH:D007235
DB01234,MESH:D007235
DB01223,MESH:D007235
DB00982,MESH:D007235
DB00829,MESH:D007235
DB00599,MESH:D007235
DB00987,MESH:D007235
DB00277,MESH:D007235
DB00819,MESH:D007235
DB00561,MESH:D007235
DB01050,MESH:D007235
DB00788,MESH:D007235
DB00201,MESH:D007235
DB01191,MESH:D007238
DB00315,MESH:D007238
DB00302,MESH:D007238
DB00953,MESH:D007238
DB00997,MESH:D007238
DB00335,MESH:D007238
DB00945,MESH:D007238
DB01064,MESH:D007238
DB01113,MESH:D007238
DB00696,MESH:D007238
DB00907,MESH:D007238
DB09140,MESH:D007247
DB02709,MESH:D007247
DB06789,MESH:D007247
DB00396,MESH:D007247
DB00255,MESH:D007247
DB00136,MESH:D007247
DB00834,MESH:D007247
DB01233,MESH:D007247
DB00882,MESH:D007247
DB00563,MESH:D007247
DB01200,MESH:D007247
DB00316,MESH:D007247
DB00981,MESH:D007247
DB00977,MESH:D007247
DB00603,MESH:D007247
DB00675,MESH:D007247
DB00499,MESH:D007248
DB02709,MESH:D007248
DB01233,MESH:D007248
DB01169,MESH:D007248
DB08846,MESH:D007248
DB00795,MESH:D007248
DB00531,MESH:D007248
DB06789,MESH:D007248
DB00428,MESH:D007248
DB00435,MESH:D007248
DB00419,MESH:D007248
DB01168,MESH:D007248
DB00277,MESH:D007248
DB00882,MESH:D007248
DB01262,MESH:D007248
DB00916,MESH:D007248
DB00166,MESH:D007248
DB00255,MESH:D007248
DB00624,MESH:D007248
DB00947,MESH:D007248
DB00126,MESH:D007248
DB01452,MESH:D007248
DB00675,MESH:D007248
DB00977,MESH:D007248
DB01017,MESH:D007249
DB00586,MESH:D007249
DB00132,MESH:D007249
DB01098,MESH:D007249
DB00400,MESH:D007249
DB00806,MESH:D007249
DB09140,MESH:D007249
DB06774,MESH:D007249
DB00465,MESH:D007249
DB00877,MESH:D007249
DB00006,MESH:D007249
DB01009,MESH:D007249
DB00783,MESH:D007249
DB01393,MESH:D007249
DB00458,MESH:D007249
DB00273,MESH:D007249
DB00548,MESH:D007249
DB01076,MESH:D007249
DB00122,MESH:D007249
DB00482,MESH:D007249
DB01221,MESH:D007249
DB00136,MESH:D007249
DB00207,MESH:D007249
DB00549,MESH:D007249
DB01242,MESH:D007249
DB00641,MESH:D007249
DB01045,MESH:D007249
DB08838,MESH:D007249
DB00470,MESH:D007249
DB00500,MESH:D007249
DB00277,MESH:D007249
DB00753,MESH:D007249
DB00712,MESH:D007249
DB00724,MESH:D007249
DB00472,MESH:D007249
DB01356,MESH:D007249
DB00412,MESH:D007249
DB00997,MESH:D007249
DB00544,MESH:D007249
DB00594,MESH:D007249
DB00140,MESH:D007249
DB00284,MESH:D007249
DB00350,MESH:D007249
DB00819,MESH:D007249
DB00224,MESH:D007249
DB00197,MESH:D007249
DB00788,MESH:D007249
DB00669,MESH:D007249
DB00795,MESH:D007249
DB00812,MESH:D007249
DB00630,MESH:D007249
DB11081,MESH:D007249
DB00938,MESH:D007249
DB00692,MESH:D007249
DB00834,MESH:D007249
DB00778,MESH:D007249
DB00180,MESH:D007249
DB01261,MESH:D007249
DB06756,MESH:D007249
DB01050,MESH:D007249
DB00656,MESH:D007249
DB01093,MESH:D007249
DB00316,MESH:D007249
DB06151,MESH:D007249
DB00818,MESH:D007249
DB00814,MESH:D007249
DB08844,MESH:D007249
DB00746,MESH:D007249
DB00126,MESH:D007249
DB00668,MESH:D007249
DB01136,MESH:D007249
DB01411,MESH:D007249
DB00716,MESH:D007249
DB01065,MESH:D007249
DB08804,MESH:D007249
DB01586,MESH:D007249
DB00755,MESH:D007249
DB00811,MESH:D007249
DB00605,MESH:D007249
DB00572,MESH:D007249
DB00184,MESH:D007249
DB04854,MESH:D007249
DB01169,MESH:D007249
DB00403,MESH:D007249
DB01200,MESH:D007249
DB00772,MESH:D007249
DB01118,MESH:D007249
DB01392,MESH:D007249
DB01454,MESH:D007249
DB00608,MESH:D007249
DB01181,MESH:D007249
DB00091,MESH:D007249
DB00993,MESH:D007249
DB01085,MESH:D007249
DB00007,MESH:D007249
DB03796,MESH:D007249
DB00201,MESH:D007249
DB01041,MESH:D007249
DB00627,MESH:D007249
DB00624,MESH:D007249
DB00991,MESH:D007249
DB00162,MESH:D007249
DB00563,MESH:D007249
DB01296,MESH:D007249
DB00860,MESH:D007249
DB00945,MESH:D007249
DB00435,MESH:D007249
DB01956,MESH:D007249
DB00437,MESH:D007249
DB00744,MESH:D007249
DB00411,MESH:D007249
DB00829,MESH:D007249
DB00988,MESH:D007249
DB00250,MESH:D007249
DB00588,MESH:D007249
DB00134,MESH:D007249
DB00313,MESH:D007249
DB00396,MESH:D007249
DB09130,MESH:D007249
DB02709,MESH:D007249
DB00591,MESH:D007249
DB01234,MESH:D007249
DB00317,MESH:D007249
DB00199,MESH:D007249
DB00531,MESH:D007249
DB00471,MESH:D007249
DB00181,MESH:D007249
DB06695,MESH:D007249
DB00166,MESH:D007249
DB00328,MESH:D007249
DB01167,MESH:D007249
DB00428,MESH:D007249
DB00573,MESH:D007249
DB00321,MESH:D007249
DB00635,MESH:D007249
DB00678,MESH:D007249
DB00636,MESH:D007249
DB00898,MESH:D007249
DB00244,MESH:D007249
DB09270,MESH:D007249
DB00760,MESH:D007249
DB00186,MESH:D007249
DB00394,MESH:D007249
DB08818,MESH:D007249
DB00675,MESH:D007249
DB04864,MESH:D007249
DB00290,MESH:D007249
DB12965,MESH:D007249
DB00210,MESH:D007249
DB00297,MESH:D007249
DB01394,MESH:D007249
DB00907,MESH:D007249
DB01064,MESH:D007249
DB04960,MESH:D007249
DB08895,MESH:D007249
DB01373,MESH:D007249
DB06709,MESH:D007249
DB01132,MESH:D007249
DB00688,MESH:D007249
DB01212,MESH:D007249
DB05381,MESH:D007249
DB05990,MESH:D007249
DB00554,MESH:D007249
DB00917,MESH:D007249
DB06155,MESH:D007249
DB11672,MESH:D007249
DB01593,MESH:D007249
DB04743,MESH:D007249
DB00169,MESH:D007249
DB00296,MESH:D007249
DB00550,MESH:D007249
